caseid,vote_intention_w1,vote_2020,news_interest,education,gender,race,hispanic,birthyr,party_id,ideology,voter_reg,weight,ai_skill_distinguish_devices,ai_skill_identify_tech,ai_skill_use_for_work,ai_skill_improve_efficiency,ai_skill_choose_solution,ai_skill_choose_app,ai_attitude_effective,ai_attitude_useful,ai_attitude_informative,ai_attitude_interesting,ai_attitude_important,ai_attitude_meaningful,ai_attitude_powerful,gpt4_knowledge,llm_knowledge,image_gen_knowledge,speech_rec_knowledge,ai_usage_freq,ai_detect_self,ai_detect_others,misinfo_percent,false_news_self,false_news_others,false_news_democrats,false_news_republicans,verification_major_outlets,verification_friends_family,verification_search_engine,verification_social_media,verification_other_sources,verification_fact_check,digital_term_adv_search,digital_term_pdf,digital_term_spyware,digital_term_wiki,digital_term_cache,digital_term_phishing,vote_intention_w2,age,age_18_29,age_30_44,age_45_64,age_65_plus,democrat,republican,trump_supporter,harris_supporter,political_interest,college,female,non_white,ideo5_very_liberal,ideo5_liberal,ideo5_moderate,ideo5_conservative,ideo5_very_conservative,ideo5_not_sure,registered_voter,gpt4_correct,llm_correct,image_gen_correct,speech_rec_correct,ai_knowledge_score,digital_term_knowledge_score,misinfo_third_person_gap,ai_detection_gap,misinfo_belief_score,ai_attitude_score,verification_outlets_regular,verification_friends_regular,verification_search_regular,verification_social_regular,verification_other_regular,verification_factcheck_regular,verification_behavior_score,ai_skill_score,ai_usage,ai_detection_self,ai_detection_others,misinfo_prevalence,false_news_gap,total_visits,untrustworthy_n_old,untrustworthy_flag_old,untrustworthy_n,untrustworthy_flag,ai_untrustworthy_n_old,ai_untrustworthy_flag_old,ai_untrustworthy_n,ai_untrustworthy_flag,hard_news_n,hard_news_flag,avg_ideology,facebook_n,twitter_n,youtube_n,google_n,fact_check_n,total_duration,untrustworthy_duration,ai_untrustworthy_duration,facebook_duration,twitter_duration,youtube_duration,google_duration,hard_news_duration,fact_check_duration,percentage_visits_untrustworthy,percentage_visits_ai_untrustworthy,percentage_time_untrustworthy,percentage_time_ai_untrustworthy,percentage_time_facebook,percentage_time_twitter,percentage_time_youtube,percentage_time_google,percentage_time_hard_news,percentage_time_fact_check,facebook_bin,twitter_bin,google_bin,hard_news_bin,total_visits_bin,facebook_flag,twitter_flag,youtube_flag,google_flag,fact_check_flag,fact_check_bin,ideology_bin,total_visits_7day,untrustworthy_n_7day,untrustworthy_flag_7day,ai_untrustworthy_n_7day,ai_untrustworthy_flag_7day,percentage_visits_untrustworthy_7day,percentage_visits_ai_untrustworthy_7day,total_accuracy,ai_accuracy,real_accuracy,dem_accuracy,rep_accuracy,discernment_score,untrustworthy_flag_pre,untrustworthy_flag_post,untrustworthy_n_pre,untrustworthy_n_post
1883204486,2,1,1,3,1,1,2,1961,3,3,1,1.02868197369811,6,6,6,7,6,7,6,7,6,7,7,6,7,4,4,3,4,5,4,3,71,5,10,2,15,3,4,3,5,4,4,3,4,5,4,4,3,1,63,0,0,1,0,1,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3.8333333333333335,5,1,28.666666666666668,6.571428571428571,0,1,0,1,1,1,4,6.333333333333333,5,4,3,71,5,28,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5,0,607,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0.06260296540362438,0,0,1,1,1,1,1,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0.75,1,0.5,1,0.5,-0.5,0,0,0,0
1886943392,2,1,1,1,1,2,2,1960,2,2,1,1.16205278011116,7,5,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,7,3,1,49,5,7,0,10,4,4,4,4,4,5,4,5,4,4,5,2,1,64,0,0,1,0,1,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,2,2,20.333333333333332,1,1,1,1,1,1,1,6,2.6666666666666665,7,3,1,49,2,769,0,0,0,0,0,0,0,0,15,1,-0.3675333333333333,0,0,0,0,0,25008,0,0,52,14,846,4702,207,0,0,0,0,0,0.0020793346129238644,5.598208573256558e-4,0.03382917466410749,0.18801983365323097,0.008277351247600769,0,1,1,1,2,1,0,0,0,0,0,1,1,239,0,0,0,0,0,0,0.75,0.5,1,1,0.5,0.5,0,0,0,0
1886992214,6,5,1,5,1,1,2,1988,4,4,1,0.815417085121408,7,5,5,5,6,4,3,4,3,6,7,4,6,1,1,3,2,2,4,1,20,15,40,30,50,4,1,5,1,3,2,5,5,4,5,5,5,8,36,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,1,1,1,1,4,4.833333333333333,25,3,25,4.714285714285714,1,0,1,0,0,0,2,5.333333333333333,2,4,1,20,25,6477,0,0,99,1,0,0,0,0,659,1,0.4323305882352941,0,0,0,0,0,123562,347,0,303,76,1209,5989,3264,0,0.015284854099119963,0,0.0028083067609782943,0,0.0024522102264450236,6.150758323756495e-4,0.009784561596607372,0.04846959421181269,0.02641588837992263,0,1,1,1,3,3,0,0,0,0,0,1,10,1373,18,1,0,0,0.013109978150036417,0,1,1,1,1,1,0,1,1,81,16
1887020996,1,6,1,3,1,5,2,1982,4,3,1,0.633324295763651,7,7,4,5,6,6,5,6,6,7,7,6,7,1,2,3,2,6,2,4,13,10,10,20,10,4,3,4,3,4,4,3,3,3,3,2,2,NA,42,0,1,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,0,1,1,0,1,1,3,2.6666666666666665,0,-2,11,6.285714285714286,1,0,1,0,1,1,4,5.833333333333333,6,2,4,13,0,2603,0,0,0,0,0,0,0,0,0,0,NA,0,0,7,430,0,664490,0,0,0,0,3107,82628,0,0,0,0,0,0,0,0,0.0046757663772216285,0.12434799620761787,0,0,1,1,3,1,2,0,0,1,1,0,1,NA,682,0,0,0,0,0,0,0.75,0.5,1,1,0.5,0.5,0,0,0,0
1887046156,2,1,1,2,1,1,2,1978,2,1,1,0.739062528893784,7,6,3,3,5,3,3,3,4,1,2,1,4,3,1,3,4,1,4,2,5,2,10,5,25,4,2,5,4,5,3,5,5,5,5,5,5,4,46,0,0,1,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,5,8,2,5.666666666666667,2.5714285714285716,1,0,1,1,1,0,4,4.5,1,4,2,5,8,4827,0,0,0,0,0,0,0,0,657,1,-0.35072587412587414,1023,47,210,1224,0,1424179,0,0,223088,10115,157585,329563,63608,0,0,0,0,0,0.1566432309421779,0.007102337557287392,0.11064971467771959,0.23140560280695052,0.04466292509579203,0,3,3,3,3,3,1,1,1,1,0,1,1,1531,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1884497900,8,6,3,2,2,1,2,1958,6,4,1,1.47505234241076,4,3,3,3,4,3,4,4,4,4,4,4,4,5,3,1,4,1,3,3,60,0,5,5,5,3,3,1,1,2,2,3,4,4,3,4,3,9,66,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3.5,5,0,21.666666666666668,4,0,0,0,0,0,0,0,3.3333333333333335,1,3,3,60,5,641,0,0,0,0,0,0,0,0,0,0,NA,11,0,2,18,0,8015,0,0,165,0,340,482,0,0,0,0,0,0,0.020586400499064253,0,0.042420461634435434,0.06013724266999376,0,0,2,1,1,1,1,1,0,1,1,0,1,NA,472,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
1885606962,1,6,4,2,2,5,2,1964,7,6,1,2.42325065917129,5,5,3,5,5,5,6,6,6,6,6,6,6,5,3,4,2,1,2,2,14,0,45,0,0,1,2,2,2,1,2,3,1,2,1,2,1,9,60,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1.6666666666666667,45,0,19.666666666666668,6,0,0,0,0,0,0,0,4.666666666666667,1,2,2,14,45,2862,0,0,0,0,0,0,0,0,15,1,-0.16945,87,0,40,259,0,78451,0,0,2053,0,1042,9839,19,0,0,0,0,0,0.02616920115741036,0,0.01328217613542211,0.12541586467986388,2.421893921046258e-4,0,3,1,3,2,2,1,0,1,1,0,1,5,695,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1886943406,2,6,3,2,1,1,2,1984,5,3,1,0.648897769550582,7,5,5,5,5,4,5,5,5,5,5,5,6,5,1,2,4,3,3,3,50,7,2,1,1,2,4,5,3,2,2,4,4,3,3,4,3,1,40,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,3.5,-5,0,19.666666666666668,5.142857142857143,0,1,1,0,0,0,2,5.166666666666667,3,3,3,50,-5,569,0,0,0,0,0,0,0,0,3,1,-0.2145,0,0,0,0,0,34768,0,0,217,0,0,1991,0,0,0,0,0,0,0.006241371375977911,0,0,0.05726530142659917,0,0,1,1,1,1,1,0,0,0,0,0,1,4,109,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
1887096026,2,1,3,2,2,2,2,1978,1,3,1,0.727988483563349,7,4,4,4,4,4,4,4,4,4,4,4,4,5,2,1,2,1,3,3,50,0,100,100,100,1,1,5,4,1,1,3,3,3,3,3,3,1,46,0,0,1,0,1,0,0,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,3,100,0,50,4,0,0,1,1,0,0,2,4.5,1,3,3,50,100,17941,0,0,0,0,0,0,0,0,165,1,-0.21204444444444445,20,16,4,15,0,689002,0,0,2319,250,259,164,2922,0,0,0,0,0,0.0033657376901663565,3.6284364922017643e-4,3.759060205921028e-4,2.3802543388843573e-4,0.004240916572085422,0,2,3,1,3,3,1,1,1,1,0,2,4,2131,0,0,0,0,0,0,0.5,1,0,0.5,0.5,-1,0,0,0,0
1886343332,1,2,2,2,2,1,2,1958,7,4,1,1.16864816195777,6,1,1,1,1,1,2,3,3,1,2,2,5,5,4,4,4,1,2,2,30,8,5,9,10,3,4,2,4,2,2,3,4,2,1,4,4,2,66,0,0,0,1,0,1,1,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,-3,0,14.333333333333334,2.5714285714285716,0,1,0,1,0,0,2,1.8333333333333333,1,2,2,30,-3,25952,0,0,0,0,0,0,0,0,83,1,-0.1944,5567,50,16,502,0,544148,0,0,281196,564,541,6797,817,0,0,0,0,0,0.5167638216073568,0.0010364827216125024,9.94214809206319e-4,0.012491086983688261,0.0015014297580805223,0,3,3,3,2,3,1,1,1,1,0,1,5,5397,0,0,0,0,0,0,0.5,1,0,0.5,0.5,-1,0,0,0,0
1887100388,2,6,2,2,1,1,2,2004,2,2,1,0.462220011203374,6,6,6,6,6,5,6,6,6,7,6,6,4,2,1,4,3,5,4,3,12,1,2,4,1,4,4,3,4,3,4,4,5,4,4,4,5,1,20,1,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4.333333333333333,1,1,5,5.857142857142857,1,1,0,1,0,1,4,5.833333333333333,5,4,3,12,1,1021,0,0,0,0,0,0,0,0,1,1,NA,11,8,85,216,0,10087,0,0,77,31,441,1525,0,0,0,0,0,0,0.007633587786259542,0.003073262615247348,0.04371963913948647,0.15118469316942598,0,0,2,3,2,1,1,1,1,1,1,0,2,NA,208,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1886147082,2,1,1,5,1,6,1,1993,1,2,1,0.680977093755385,5,3,5,5,4,4,5,6,6,7,7,7,6,1,1,3,2,5,3,2,35,40,240,150,350,4,1,4,3,3,4,5,5,4,5,4,4,1,31,0,1,0,0,1,0,0,1,4,1,0,1,0,1,0,0,0,0,1,1,1,1,1,4,4.5,200,1,105,6.285714285714286,1,0,1,0,0,1,3,4.333333333333333,5,3,2,35,200,138,0,0,0,0,0,0,0,0,0,0,NA,0,0,2,0,0,1725,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.0034782608695652175,0,0,0,1,1,1,1,1,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1885372700,8,6,3,4,1,1,2,2000,6,4,2,2.65795299812195,4,4,3,4,5,3,5,5,4,5,4,4,6,5,1,2,2,2,3,2,19,2,4,8,4,2,3,3,3,3,2,3,5,3,4,3,4,9,24,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3.6666666666666665,2,1,8.333333333333334,4.714285714285714,0,0,0,0,0,0,0,3.8333333333333335,2,3,2,19,2,3413,0,0,0,0,1,1,1,1,5,1,-0.2261,0,0,0,0,0,137235,0,0,2272,0,2428,32190,0,0,0,2.929973630237328e-4,0,0,0.016555543410937443,0,0.017692279666265895,0.2345611542245054,0,0,1,1,1,1,2,0,0,0,0,0,1,3,334,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1887045974,2,1,1,2,2,1,2,1958,1,1,1,0.99849424993191,6,6,1,1,1,1,1,1,3,1,1,1,1,5,3,4,1,1,3,1,35,5,10,7,20,5,3,4,1,1,4,3,5,5,4,5,5,1,66,0,0,0,1,1,0,0,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4.5,5,2,16.666666666666668,1.2857142857142858,1,0,1,0,0,1,3,2.6666666666666665,1,3,1,35,5,1717,3,1,8,1,0,0,0,0,189,1,-0.215736,46,1,22,191,0,78511,1564,0,1444,2,1932,4687,2697,0,0.004659289458357601,0,0.01992077543274191,0,0.018392327189820534,2.54741373820229e-5,0.024608016711034124,0.05969864095477067,0.03435187425965788,0,3,3,2,3,2,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0.75,1,0.5,1,0.5,-0.5,1,0,8,0
1887132998,7,1,4,2,2,1,2,1988,4,3,1,0.607192247461637,7,4,4,3,4,3,6,6,5,5,5,5,6,5,1,3,1,1,2,3,63,4,8,5,8,3,3,3,3,3,3,3,3,5,3,3,3,1,36,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,2,3.3333333333333335,4,-1,25,5.428571428571429,0,0,0,0,0,0,0,4.166666666666667,1,2,3,63,4,812,0,0,0,0,0,0,0,0,17,1,-0.09323333333333332,77,0,40,228,0,33667,0,0,9811,0,1926,12398,1,0,0,0,0,0,0.2914129563073633,0,0.057207354382629874,0.36825377966554784,2.9702676211126622e-5,0,3,1,2,2,1,1,0,1,1,0,2,7,232,0,0,0,0,0,0,0.5,1,0,0.5,0.5,-1,0,0,0,0
1887100370,2,1,2,3,2,1,2,1960,6,3,1,1.08180570775403,3,3,3,2,4,5,5,5,5,5,4,4,5,5,1,1,4,2,3,2,26,24,40,20,20,3,3,4,3,2,2,3,3,2,3,3,2,NA,64,0,0,1,0,0,1,0,1,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2.6666666666666665,16,1,30,4.714285714285714,0,0,1,0,0,0,1,3.3333333333333335,2,3,2,26,16,1272,0,0,0,0,0,0,0,0,19,1,-0.09432222222222224,0,0,0,0,0,27508,0,0,507,0,21,580,342,0,0,0,0,0,0.018431001890359167,0,7.634142794823324e-4,0.021084775338083468,0.012432746837283699,0,1,1,1,2,2,0,0,0,0,0,2,7,675,0,0,0,0,0,0,0.5,0.5,0.5,0,1,0,0,0,0,0
1887121262,2,6,3,5,1,1,2,1973,2,3,1,0.610151466339219,7,5,4,4,4,4,5,5,5,5,4,5,5,5,1,3,2,4,3,3,6,3,100,3,98,4,3,2,2,2,2,1,3,3,3,3,3,NA,51,0,0,1,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,1,1,1,3,2.6666666666666665,97,0,36.333333333333336,4.857142857142857,1,0,0,0,0,0,1,4.666666666666667,4,3,3,6,97,46,0,0,0,0,0,0,0,0,2,1,NA,2,0,0,2,0,1350,0,0,1,0,0,4,0,0,0,0,0,0,7.407407407407407e-4,0,0,0.002962962962962963,0,0,2,1,1,1,1,1,0,0,1,0,2,NA,0,0,0,0,0,0,0,0.75,1,0.5,1,0.5,-0.5,0,0,0,0
1887132248,1,2,1,2,1,1,2,1961,7,5,1,0.958216518636086,7,7,1,1,1,1,1,1,1,1,1,1,1,5,3,1,4,1,4,4,0,0,30,50,10,1,1,5,1,5,1,1,5,5,1,1,3,2,63,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.6666666666666665,30,0,10,1,0,0,1,0,1,0,2,3,1,4,4,0,30,4295,0,0,0,0,0,0,0,0,219,1,-0.04665877192982456,17,19,1039,4,0,109300,0,0,820,2140,19620,148,3645,0,0,0,0,0,0.007502287282708142,0.01957913998170174,0.17950594693504118,0.0013540713632204941,0.03334858188472095,0,2,3,1,3,2,1,1,1,1,0,2,9,213,0,0,0,0,0,0,0.75,0.5,1,1,0.5,0.5,0,0,0,0
1887132378,2,6,2,2,1,2,2,2001,1,3,2,0.392020515430888,7,7,6,6,6,6,5,6,6,5,7,5,6,2,1,3,2,5,2,2,9,9,23,3,10,3,4,4,5,2,3,3,5,4,4,3,3,NA,23,1,0,0,0,1,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3,3.6666666666666665,14,0,13.666666666666666,5.714285714285714,0,1,1,1,0,0,3,6.333333333333333,5,2,2,9,14,5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0.25,0.5,0,0.5,0,-0.5,0,0,0,0
1887118950,8,6,4,1,2,2,2,1982,2,4,2,0.54069804647424,7,7,4,4,2,4,4,4,4,4,2,2,2,5,1,3,3,1,4,3,41,2,3,3,3,2,3,4,4,2,3,5,5,5,5,5,3,9,42,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,2,4.666666666666667,1,1,15.333333333333334,3.142857142857143,0,0,1,1,0,0,2,4.666666666666667,1,4,3,41,1,2009,0,0,0,0,0,0,0,0,43,1,-0.40603750000000005,0,0,0,0,0,66917,0,0,1018,67,463,15060,416,0,0,0,0,0,0.015212875651927015,0.0010012403425138604,0.0069190190833420505,0.22505491877998118,0.006216656455011432,0,1,1,1,2,2,0,0,0,0,0,2,1,446,0,0,0,0,0,0,0.5,0.5,0.5,0,1,0,0,0,0,0
1887152622,8,6,4,2,1,1,2,2005,4,6,2,0.949009894585464,7,6,5,5,6,5,5,5,3,6,5,5,6,2,1,3,2,5,4,2,30,2,4,3,4,3,3,4,2,4,4,4,5,5,5,5,5,9,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,4.833333333333333,2,2,12,5,0,0,1,0,1,1,3,5.666666666666667,5,4,2,30,2,1763,0,0,0,0,0,0,0,0,8,1,-0.1703,3,1,34,66,0,25186,0,0,5,4,317,3887,3,0,0,0,0,0,1.9852298896212182e-4,1.5881839116969746e-4,0.012586357500198523,0.15433177161915348,1.191137933772731e-4,0,2,3,2,1,2,1,1,1,1,0,2,5,161,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1886142304,1,2,2,4,1,1,2,1957,6,4,1,0.82993337244631,7,4,5,5,5,4,6,6,7,7,4,5,6,5,1,3,2,2,4,3,11,0,0,0,0,3,3,4,1,1,1,4,4,4,4,4,4,2,67,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,4,0,1,3.6666666666666665,5.857142857142857,0,0,1,0,0,0,1,5,2,4,3,11,0,2373,0,0,0,0,0,0,0,0,196,1,-0.09050414507772023,13,0,1,5,3,49549,0,0,342,0,20,254,4247,115,0,0,0,0,0.006902258370501927,0,4.036408403802297e-4,0.005126238672828917,0.08571313245474177,0.0023209348321863205,2,1,1,3,2,1,0,1,1,1,3,7,166,0,0,0,0,0,0,0.75,1,0.5,0.5,1,-0.5,0,0,0,0
1885975476,2,1,2,3,1,1,2,1987,1,1,1,1.46210682711684,5,6,5,4,6,4,4,4,4,4,1,2,4,5,1,4,2,3,4,2,30,2,2,2,80,5,5,5,5,5,5,4,4,4,4,4,4,1,37,0,1,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,4,0,2,11.333333333333334,3.2857142857142856,1,1,1,1,1,1,6,5,3,4,2,30,0,19267,0,0,0,0,0,0,0,0,2546,1,-0.21893050847457624,99,2577,433,3121,0,299188,0,0,2609,74175,12555,21761,31094,0,0,0,0,0,0.008720269529526585,0.24792103961388826,0.04196358142706258,0.07273353209353316,0.10392796502533524,0,3,3,3,3,3,1,1,1,1,0,1,4,5502,0,0,0,0,0,0,0.25,0,0.5,0.5,0,0.5,0,0,0,0
1887158392,2,1,2,2,2,1,2,1968,3,2,1,0.616909279095088,7,3,3,1,1,3,4,4,4,4,2,3,4,5,3,2,2,1,2,2,33,3,50,50,100,4,3,5,3,3,4,2,3,3,1,2,2,1,56,0,0,1,0,1,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2.1666666666666665,47,0,28.666666666666668,3.5714285714285716,1,0,1,0,0,1,3,3,1,2,2,33,47,757,0,0,0,0,0,0,0,0,5,1,NA,18,0,24,56,0,12302,0,0,102,0,436,783,0,0,0,0,0,0,0.008291334742318322,0,0.03544139164363518,0.06364818728662006,0,0,2,1,2,1,1,1,0,1,1,0,2,NA,146,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1886943414,1,2,1,6,1,1,2,1958,7,5,1,0.842537731477637,6,4,5,5,6,4,4,5,6,5,5,5,5,1,1,3,2,5,3,2,40,5,11,12,10,3,2,3,2,3,2,5,5,5,5,5,5,2,66,0,0,0,1,0,1,1,0,4,1,0,0,0,0,0,0,1,0,1,1,1,1,1,4,5,6,1,18.666666666666668,5,0,0,0,0,0,0,0,5,5,3,2,40,6,16198,1,1,1,1,0,0,0,0,410,1,-0.09996236559139786,307,0,1860,1596,0,260141,8,0,2724,0,24455,18062,3294,0,6.173601679219657e-5,0,3.07525534229514e-5,0,0.010471244440514952,0,0.09400671174478456,0.06943157749066853,0.012662363871900239,0,3,1,3,3,3,1,0,1,1,0,1,7,3529,0,0,0,0,0,0,0.75,0.5,1,0.5,1,0.5,1,0,1,0
1885333664,1,6,1,2,1,1,2,1970,7,5,2,0.848514140792607,7,5,5,5,5,5,5,5,5,5,6,5,6,1,3,4,1,3,2,2,33,3,5,4,4,4,3,2,2,4,4,5,5,5,5,5,1,NA,54,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.333333333333333,2,0,13.666666666666666,5.285714285714286,1,0,0,0,1,1,3,5.333333333333333,3,2,2,33,2,486,0,0,0,0,0,0,0,0,8,1,NA,85,0,4,67,0,9041,0,0,1371,0,54,1730,0,0,0,0,0,0,0.1516425174206393,0,0.005972790620506581,0.19135051432363676,0,0,3,1,2,1,1,1,0,1,1,0,1,NA,5,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,0
1887138312,2,1,1,3,1,1,2,1969,1,1,1,1.30823013151756,7,5,2,2,3,2,1,1,1,1,1,1,1,4,3,1,2,1,2,1,69,24,32,12,52,4,2,4,2,4,3,4,5,5,5,5,5,1,55,0,0,1,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4.833333333333333,8,1,41.666666666666664,1,1,0,1,0,1,0,3,3.5,1,2,1,69,8,31010,0,0,0,0,1,1,1,1,952,1,-0.08720674285714285,319,2057,11,10364,0,421737,0,0,5294,76333,640,48410,19757,0,0,3.224766204450177e-5,0,0,0.012552846916443186,0.18099668750904,0.0015175334390864449,0.11478717779089812,0.04684673149379827,0,3,3,3,3,3,1,1,1,1,0,2,7,6770,0,0,1,1,0,1.4771048744460856e-4,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
1886458410,1,6,3,2,2,1,2,1955,7,3,1,1.06759715235933,4,7,3,2,4,3,3,3,3,5,4,3,4,1,1,4,2,1,2,2,20,3,20,35,35,3,2,4,3,3,1,1,3,4,1,5,4,2,69,0,0,0,1,0,1,1,0,2,0,1,0,0,0,1,0,0,0,1,1,1,0,1,3,3,17,0,14.333333333333334,3.5714285714285716,0,0,1,0,0,0,1,3.8333333333333335,1,2,2,20,17,3141,0,0,0,0,0,0,0,0,315,1,-0.11709634146341463,0,0,0,0,0,167298,0,0,5,0,7778,17163,7038,0,0,0,0,0,2.988678884385946e-5,0,0.046491888725507774,0.10258939138543198,0.042068643976616575,0,1,1,1,3,2,0,0,0,0,0,1,6,448,0,0,0,0,0,0,0.5,1,0,0.5,0.5,-1,0,0,0,0
1886458412,2,1,4,4,1,1,1,1962,3,2,1,0.354254966530297,3,1,2,2,2,1,1,1,1,1,1,2,2,5,3,4,2,1,2,1,2,0,0,0,0,2,3,2,2,2,2,1,3,2,1,3,3,1,62,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,2.1666666666666665,0,1,0.6666666666666666,1.2857142857142858,0,0,0,0,0,0,0,1.8333333333333333,1,2,1,2,0,11613,0,0,0,0,0,0,0,0,4765,1,-0.08380346493070141,9,0,0,58,0,199139,0,0,79,0,0,1307,38776,0,0,0,0,0,3.967078271960791e-4,0,0,0.0065632548119655115,0.1947182621184198,0,2,1,2,3,3,1,0,0,1,0,1,8,1978,0,0,0,0,0,0,0.75,1,0.5,1,0.5,-0.5,0,0,0,0
1886422864,2,6,2,2,1,2,2,1964,4,3,1,0.996206876955097,7,7,4,4,7,4,7,7,7,7,7,7,7,5,1,3,4,1,3,3,2,2,2,2,2,3,3,5,4,5,3,5,5,5,5,5,5,1,60,0,0,1,0,0,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,2,5,0,0,2,7,0,0,1,1,1,0,3,5.5,1,3,3,2,0,28,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,6069,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0.062118965233152086,0,0,1,1,1,1,1,0,0,0,1,0,1,NA,21,0,0,0,0,0,0,0.5,0,1,0.5,0.5,1,0,0,0,0
1886240108,1,2,2,5,2,1,2,1969,7,5,1,1.2472677898492,6,3,4,5,5,6,4,6,5,5,6,6,5,5,3,2,1,2,5,4,58,0,3,6,0,2,3,3,2,2,2,4,5,3,3,4,4,2,55,0,0,1,0,0,1,1,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3.8333333333333335,3,1,20.333333333333332,5.285714285714286,0,0,0,0,0,0,0,4.833333333333333,2,5,4,58,3,7495,0,0,0,0,0,0,0,0,69,1,-0.1271125,43,1,48,240,0,117299,0,0,928,0,370,4181,85,0,0,0,0,0,0.0079114058943384,0,0.003154332091492681,0.0356439526338673,7.246438588564267e-4,0,3,3,2,2,3,1,1,1,1,0,1,6,1207,0,0,0,0,0,0,0.75,1,0.5,1,0.5,-0.5,0,0,0,0
1887137628,1,2,1,5,1,6,1,1985,5,5,1,0.508214060690954,7,7,5,7,5,7,5,5,7,7,7,4,6,1,1,3,2,5,5,4,47,7,10,144,1,5,5,4,5,5,4,5,5,3,2,4,5,2,39,0,1,0,0,0,1,1,0,4,1,0,1,0,0,0,0,1,0,1,1,1,1,1,4,4,3,1,21.333333333333332,5.857142857142857,1,1,1,1,1,1,6,6.333333333333333,5,5,4,47,3,51,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5,0,6557,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0.055818209547048955,0,0,1,1,1,1,1,0,0,0,1,0,2,NA,1,0,0,0,0,0,0,0.75,1,0.5,0.5,1,-0.5,0,0,0,0
